ID,image_id,confidence,class_name,x_min,y_min,x_max,y_max
48,baf7e2c7-cam210_20250324_164723.jpg,0.8627610206604004,passenger_car,422.41223,89.11007,497.50903,128.36899
49,baf7e2c7-cam210_20250324_164723.jpg,0.8234105706214905,passenger_car,311.05292,84.90265,358.81775,119.19052
50,baf7e2c7-cam210_20250324_164723.jpg,0.8198478817939758,passenger_car,771.43445,86.16533,826.3141,119.13054
51,baf7e2c7-cam210_20250324_164723.jpg,0.7886877655982971,passenger_car,891.2186,97.90145,930.88,126.62271
52,baf7e2c7-cam210_20250324_164723.jpg,0.6991350054740906,passenger_car,821.9167,84.45889,859.5466,112.73401
53,baf7e2c7-cam210_20250324_164723.jpg,0.696444571018219,tram,0.21170807,262.4248,96.23787,635.10736
54,baf7e2c7-cam210_20250324_164723.jpg,0.6263619065284729,passenger_car,852.25604,79.111725,884.1125,105.957
55,baf7e2c7-cam210_20250324_164723.jpg,0.6188127994537354,passenger_car,950.2314,91.21742,979.88654,113.56166
56,baf7e2c7-cam210_20250324_164723.jpg,0.5574896931648254,passenger_car,348.85202,80.20431,377.1694,103.218956
57,02184b1e-cam087_20250404_212334.jpg,0.8236568570137024,passenger_car,806.6322,104.576416,896.0924,150.99155
58,02184b1e-cam087_20250404_212334.jpg,0.7812250852584839,passenger_car,954.77,125.97571,1024.1038,170.35724
59,02184b1e-cam087_20250404_212334.jpg,0.7775914669036865,passenger_car,1022.0837,114.801025,1073.4934,153.58789
60,02184b1e-cam087_20250404_212334.jpg,0.7695043087005615,passenger_car,1175.3792,190.83173,1219.9856,230.28024
61,02184b1e-cam087_20250404_212334.jpg,0.7289233207702637,passenger_car,260.14056,91.33293,307.06403,126.963486
62,02184b1e-cam087_20250404_212334.jpg,0.6084228754043579,passenger_car,171.31207,120.767456,221.86005,167.13226
63,281d80c7-cam056_20250404_212334.jpg,0.8479159474372864,passenger_car,482.8048,94.601295,620.9197,152.98337
64,281d80c7-cam056_20250404_212334.jpg,0.8384307026863098,passenger_car,0.07926178,236.79413,89.74251,378.91388
65,281d80c7-cam056_20250404_212334.jpg,0.8029183745384216,pedestrian,880.119,398.6242,954.6033,535.004
66,281d80c7-cam056_20250404_212334.jpg,0.7896063923835754,passenger_car,702.15186,84.258286,754.6865,121.29845
67,1d01a562-cam103_20250324_164924.jpg,0.8760412931442261,passenger_car,617.6913,217.03577,731.56555,291.35815
68,1d01a562-cam103_20250324_164924.jpg,0.8727113604545593,passenger_car,433.0932,241.707,546.25006,348.0676
69,1d01a562-cam103_20250324_164924.jpg,0.8652589917182922,pedestrian,335.17017,459.02148,406.22577,601.77234
70,1d01a562-cam103_20250324_164924.jpg,0.8617132902145386,passenger_car,854.6765,159.03046,894.11646,191.30334
71,1d01a562-cam103_20250324_164924.jpg,0.8558492064476013,passenger_car,401.0561,170.17947,466.65924,214.85095
72,1d01a562-cam103_20250324_164924.jpg,0.8491061329841614,pedestrian,342.1092,363.30298,383.81964,449.99524
73,1d01a562-cam103_20250324_164924.jpg,0.8252345323562622,pedestrian,213.29884,330.70184,247.53856,400.2693
74,1d01a562-cam103_20250324_164924.jpg,0.7822948098182678,pedestrian,287.32288,210.39972,307.98828,252.6966
75,1d01a562-cam103_20250324_164924.jpg,0.7525503635406494,passenger_car,270.98788,171.93344,309.85928,197.39871
76,1d01a562-cam103_20250324_164924.jpg,0.6978070735931396,passenger_car,882.4524,150.59232,917.16187,177.72086
77,1d01a562-cam103_20250324_164924.jpg,0.693819522857666,pedestrian,196.27936,264.03186,216.0852,315.00958
78,1d01a562-cam103_20250324_164924.jpg,0.6657830476760864,passenger_car,786.9258,138.0412,815.7969,160.0354
79,1d01a562-cam103_20250324_164924.jpg,0.6003835201263428,passenger_car,760.984,128.50864,787.8043,147.16348
80,1d01a562-cam103_20250324_164924.jpg,0.5692335367202759,pedestrian,172.3974,262.91876,193.16785,317.9754
81,3caea786-cam238_20250327_112256.jpg,0.63848477602005,passenger_car,473.46985,57.237137,526.5795,94.68599
82,3caea786-cam238_20250327_112256.jpg,0.5085535049438477,passenger_car,212.56085,225.81815,381.5157,375.24374
83,dfebd1d5-cam070_20250403_162134.jpg,0.8933473825454712,passenger_car,260.9485,473.35037,413.80994,664.7888
84,dfebd1d5-cam070_20250403_162134.jpg,0.8855834603309631,passenger_car,791.2643,418.2729,989.1173,598.50653
85,dfebd1d5-cam070_20250403_162134.jpg,0.8844020366668701,passenger_car,719.7178,249.21722,856.76526,347.9317
86,dfebd1d5-cam070_20250403_162134.jpg,0.8781650066375732,passenger_car,626.50415,494.53906,886.25366,714.2289
87,dfebd1d5-cam070_20250403_162134.jpg,0.8638260364532471,passenger_car,1073.237,198.80878,1185.7776,267.13208
88,dfebd1d5-cam070_20250403_162134.jpg,0.8556060194969177,passenger_car,878.3644,315.20575,1050.2324,449.92853
89,dfebd1d5-cam070_20250403_162134.jpg,0.8507829308509827,passenger_car,498.85956,147.3151,579.59784,205.7106
90,dfebd1d5-cam070_20250403_162134.jpg,0.8483749032020569,passenger_car,487.18466,227.88109,609.6207,327.28162
91,dfebd1d5-cam070_20250403_162134.jpg,0.8361758589744568,passenger_car,943.03973,265.30505,1138.0193,411.93933
92,dfebd1d5-cam070_20250403_162134.jpg,0.811258852481842,passenger_car,567.2914,178.74347,684.31165,256.66946
93,dfebd1d5-cam070_20250403_162134.jpg,0.8047477006912231,passenger_car,342.2516,170.09372,397.89648,233.21552
94,dfebd1d5-cam070_20250403_162134.jpg,0.776110053062439,passenger_car,218.78387,329.17798,306.89014,451.85242
95,dfebd1d5-cam070_20250403_162134.jpg,0.7460994124412537,tram,472.7202,65.04351,960.6494,213.40186
96,dfebd1d5-cam070_20250403_162134.jpg,0.74265456199646,passenger_car,1227.4204,314.97522,1280.0,398.61255
97,dfebd1d5-cam070_20250403_162134.jpg,0.5160579681396484,passenger_car,394.14893,47.090202,431.60803,71.82847
98,72d5fd13-cam087_20250403_162335.jpg,0.8582844734191895,passenger_car,749.1391,114.32956,841.63153,167.46991
99,72d5fd13-cam087_20250403_162335.jpg,0.8505859375,passenger_car,284.34796,147.95114,401.40472,223.88834
100,72d5fd13-cam087_20250403_162335.jpg,0.8389086723327637,passenger_car,964.85254,228.12796,1088.7517,319.71292
101,72d5fd13-cam087_20250403_162335.jpg,0.8226868510246277,passenger_car,836.3086,125.86804,935.9169,180.45807
102,72d5fd13-cam087_20250403_162335.jpg,0.8202435970306396,passenger_car,0.020072937,213.42343,94.06736,287.204
103,72d5fd13-cam087_20250403_162335.jpg,0.7889009118080139,passenger_car,161.22662,132.59782,220.72412,175.94826
104,72d5fd13-cam087_20250403_162335.jpg,0.7633052468299866,pedestrian,562.47864,124.42728,589.2938,180.73483
105,72d5fd13-cam087_20250403_162335.jpg,0.6495556831359863,passenger_car,714.0397,105.117645,790.33887,149.32578
106,72d5fd13-cam087_20250403_162335.jpg,0.565280020236969,passenger_car,0.0,324.6516,38.042763,451.84924
107,72d5fd13-cam087_20250403_162335.jpg,0.541297972202301,passenger_car,1025.1484,131.70955,1065.4951,164.91634
108,72d5fd13-cam087_20250403_162335.jpg,0.5177337527275085,passenger_car,1057.5391,140.07195,1099.342,171.72588
109,3f309fb5-cam070_20250403_162436.jpg,0.8833343982696533,passenger_car,738.1543,408.66827,951.6454,589.2775
110,3f309fb5-cam070_20250403_162436.jpg,0.8611289858818054,passenger_car,260.9162,474.0506,414.81732,666.258
111,3f309fb5-cam070_20250403_162436.jpg,0.8572357296943665,passenger_car,541.504,261.3241,688.1936,376.6996
112,3f309fb5-cam070_20250403_162436.jpg,0.8517740368843079,passenger_car,867.8137,311.25958,1052.2709,445.08124
113,3f309fb5-cam070_20250403_162436.jpg,0.8430600166320801,passenger_car,216.749,328.9256,307.61905,451.61505
114,3f309fb5-cam070_20250403_162436.jpg,0.8234506845474243,passenger_car,713.3224,88.07574,785.7909,128.20782
115,3f309fb5-cam070_20250403_162436.jpg,0.7619582414627075,passenger_car,1206.3949,281.15118,1280.0,382.21674
116,3f309fb5-cam070_20250403_162436.jpg,0.627414345741272,pedestrian,880.3987,85.0491,900.1666,122.33334
117,3f309fb5-cam070_20250403_162436.jpg,0.5848275423049927,pedestrian,109.368454,217.02878,132.82568,256.9836
118,619af80d-cam210_20250324_164622.jpg,0.7728754281997681,passenger_car,368.49005,80.53456,415.01947,114.18257
119,619af80d-cam210_20250324_164622.jpg,0.7380256652832031,passenger_car,320.46127,81.17319,373.75467,121.32228
120,619af80d-cam210_20250324_164622.jpg,0.6226643919944763,pedestrian,134.79642,190.42068,161.68137,242.67181
121,9148231e-cam087_20250404_212035.jpg,0.8524273633956909,passenger_car,777.02747,112.26221,909.15076,184.60486
122,9148231e-cam087_20250404_212035.jpg,0.8237636685371399,passenger_car,1123.6411,176.44946,1169.6035,216.80267
123,9148231e-cam087_20250404_212035.jpg,0.8200761079788208,passenger_car,398.8642,82.28757,449.15393,114.93686
124,9148231e-cam087_20250404_212035.jpg,0.5155836343765259,passenger_car,190.76715,86.89395,228.22101,111.92447
125,1b1e0207-cam070_20250403_162838.jpg,0.8960332870483398,passenger_car,253.85985,472.8922,415.26367,666.1339
126,1b1e0207-cam070_20250403_162838.jpg,0.8848798871040344,passenger_car,470.7796,184.34442,626.99286,326.97052
127,1b1e0207-cam070_20250403_162838.jpg,0.8753247261047363,passenger_car,741.12085,392.0962,973.33777,600.8882
128,1b1e0207-cam070_20250403_162838.jpg,0.8714506030082703,passenger_car,436.36542,307.23492,576.3662,438.33112
129,1b1e0207-cam070_20250403_162838.jpg,0.8493880033493042,passenger_car,877.48413,130.49136,976.18176,183.24478
130,1b1e0207-cam070_20250403_162838.jpg,0.8352718949317932,passenger_car,453.53357,101.83357,521.3008,152.71684
131,1b1e0207-cam070_20250403_162838.jpg,0.8305588364601135,passenger_car,1165.0593,243.97797,1269.1421,315.11603
132,1b1e0207-cam070_20250403_162838.jpg,0.812465250492096,passenger_car,701.86035,86.323296,778.1941,123.80798
133,1b1e0207-cam070_20250403_162838.jpg,0.810674250125885,passenger_car,216.01048,329.7188,309.3546,452.44525
134,1b1e0207-cam070_20250403_162838.jpg,0.8068149089813232,bus,483.28833,37.171936,611.9927,89.81244
135,1b1e0207-cam070_20250403_162838.jpg,0.8053749203681946,passenger_car,693.9658,551.8093,919.0908,712.6305
136,1b1e0207-cam070_20250403_162838.jpg,0.8043347597122192,passenger_car,872.8408,314.80548,1070.5449,456.78607
137,1b1e0207-cam070_20250403_162838.jpg,0.7929890751838684,passenger_car,331.64978,183.0806,400.60034,244.78333
138,1b1e0207-cam070_20250403_162838.jpg,0.7806155681610107,passenger_car,293.99527,144.32687,342.8887,188.07858
139,1b1e0207-cam070_20250403_162838.jpg,0.7797950506210327,passenger_car,357.63794,132.71892,421.78406,190.00777
140,1b1e0207-cam070_20250403_162838.jpg,0.752380907535553,passenger_car,857.21814,243.02814,1002.5394,353.966
141,1b1e0207-cam070_20250403_162838.jpg,0.7510965466499329,passenger_car,196.00806,236.60907,261.25043,309.47406
142,1b1e0207-cam070_20250403_162838.jpg,0.7312502861022949,passenger_car,444.90753,42.673065,482.38922,66.34227
143,1b1e0207-cam070_20250403_162838.jpg,0.6971442103385925,passenger_car,276.2566,91.538994,314.03027,126.38269
144,1b1e0207-cam070_20250403_162838.jpg,0.6911274790763855,passenger_car,592.7156,184.7587,694.42505,261.78165
145,1b1e0207-cam070_20250403_162838.jpg,0.6527263522148132,passenger_car,348.61993,76.54056,388.82672,109.07239
146,05246bae-cam246_20250324_164622.jpg,0.8681472539901733,passenger_car,0.35107422,492.2334,195.13533,717.5071
147,05246bae-cam246_20250324_164622.jpg,0.8660041689872742,passenger_car,201.72363,114.872665,358.68628,210.06435
148,05246bae-cam246_20250324_164622.jpg,0.8268808126449585,passenger_car,632.3386,25.761257,722.2446,76.11276
149,05246bae-cam246_20250324_164622.jpg,0.8070062398910522,bus,469.92386,0.0,678.23047,94.14731
150,05246bae-cam246_20250324_164622.jpg,0.7867496013641357,passenger_car,786.92206,10.497887,840.9256,45.50438
151,05246bae-cam246_20250324_164622.jpg,0.7859793305397034,passenger_car,887.6595,28.970406,926.24384,60.80503
152,05246bae-cam246_20250324_164622.jpg,0.7834592461585999,passenger_car,711.9822,11.077156,764.15576,45.660675
153,05246bae-cam246_20250324_164622.jpg,0.6029303073883057,passenger_car,934.1223,20.140503,962.7627,42.784622
154,05246bae-cam246_20250324_164622.jpg,0.5494638085365295,pedestrian,162.7715,77.463425,179.4572,111.264175
155,23ab0907-cam238_20250327_163221.jpg,0.8672680854797363,passenger_car,864.11414,187.71005,994.26965,293.19284
156,48705b47-cam246_20250324_164924.jpg,0.8061123490333557,pedestrian,193.4672,474.94534,267.75015,621.28345
157,48705b47-cam246_20250324_164924.jpg,0.7732734680175781,tram,1021.2179,75.968056,1279.9672,292.041
158,48705b47-cam246_20250324_164924.jpg,0.6634769439697266,pedestrian,718.7047,27.6003,737.4335,63.278946
159,48705b47-cam246_20250324_164924.jpg,0.6505138874053955,pedestrian,887.5338,47.10727,909.03674,87.02704
160,48705b47-cam246_20250324_164924.jpg,0.5013196468353271,pedestrian,597.5868,3.1740932,613.8607,36.93917
161,1e279a30-cam256_20250403_162837.jpg,0.5434132814407349,lorry,120.73601,88.191826,201.99507,153.77374
162,b2e0d30a-cam056_20250404_212535.jpg,0.8386547565460205,passenger_car,488.71982,94.94244,621.92957,153.07709
163,b2e0d30a-cam056_20250404_212535.jpg,0.8364879488945007,pedestrian,1070.8125,280.42706,1125.2126,383.6042
164,b2e0d30a-cam056_20250404_212535.jpg,0.8055970668792725,passenger_car,680.4562,107.3201,753.21716,158.38956
165,b2e0d30a-cam056_20250404_212535.jpg,0.7865458130836487,pedestrian,1111.335,297.8065,1154.8994,392.37607
166,b2e0d30a-cam056_20250404_212535.jpg,0.70675128698349,pedestrian,198.67471,121.91171,229.48453,179.24295
167,b2e0d30a-cam056_20250404_212535.jpg,0.691887378692627,pedestrian,269.93317,119.93695,293.77277,176.4169
168,b2e0d30a-cam056_20250404_212535.jpg,0.6684834957122803,passenger_car,1036.2029,122.08804,1075.7305,151.34525
169,b2e0d30a-cam056_20250404_212535.jpg,0.6157623529434204,passenger_car,0.0,235.00012,53.673553,426.31787
170,b2e0d30a-cam056_20250404_212535.jpg,0.5267050862312317,pedestrian,249.46391,118.26189,272.40973,175.84315
171,6e5dfe88-cam087_20250327_162920.jpg,0.8919424414634705,passenger_car,963.7866,201.57475,1079.1924,284.46637
172,6e5dfe88-cam087_20250327_162920.jpg,0.8480112552642822,passenger_car,840.78485,110.92731,912.7011,147.49927
173,6e5dfe88-cam087_20250327_162920.jpg,0.840110719203949,passenger_car,148.41074,183.39218,281.21393,265.07785
174,6e5dfe88-cam087_20250327_162920.jpg,0.8272762298583984,passenger_car,60.903976,186.5592,177.06937,266.0969
175,6e5dfe88-cam087_20250327_162920.jpg,0.8258617520332336,passenger_car,910.39746,122.4861,975.7534,162.55638
176,6e5dfe88-cam087_20250327_162920.jpg,0.7982132434844971,passenger_car,267.52213,115.86586,314.2828,150.39003
177,6e5dfe88-cam087_20250327_162920.jpg,0.7734854817390442,passenger_car,597.57056,117.8006,711.209,175.89465
178,6e5dfe88-cam087_20250327_162920.jpg,0.5874315500259399,pedestrian,326.80008,126.66196,350.77292,166.6221
179,6e5dfe88-cam087_20250327_162920.jpg,0.5805132985115051,passenger_car,1053.5205,145.65115,1099.4055,175.7291
180,6e5dfe88-cam087_20250327_162920.jpg,0.5753087997436523,lorry,154.02985,73.34617,229.70294,163.77493
181,6e5dfe88-cam087_20250327_162920.jpg,0.5163888931274414,passenger_car,1177.8413,177.65952,1207.4717,206.0972
182,da4dd8bd-cam056_20250404_212635.jpg,0.8747013211250305,passenger_car,1.080719,583.66113,339.63373,720.0
183,da4dd8bd-cam056_20250404_212635.jpg,0.85451340675354,passenger_car,733.8396,185.4671,842.4531,268.66486
184,da4dd8bd-cam056_20250404_212635.jpg,0.8467031121253967,passenger_car,486.653,93.3244,621.967,152.90912
185,da4dd8bd-cam056_20250404_212635.jpg,0.7919633984565735,passenger_car,692.35486,116.46095,771.40063,160.28078
186,da4dd8bd-cam056_20250404_212635.jpg,0.7864028811454773,pedestrian,1130.1353,256.11523,1166.6572,330.6305
187,da4dd8bd-cam056_20250404_212635.jpg,0.7747453451156616,passenger_car,819.5847,105.27731,876.48926,140.90128
188,da4dd8bd-cam056_20250404_212635.jpg,0.678041934967041,pedestrian,1089.0913,249.16498,1130.5728,327.66772
189,da4dd8bd-cam056_20250404_212635.jpg,0.6759464740753174,pedestrian,1102.3179,183.24854,1125.373,234.36246
190,da4dd8bd-cam056_20250404_212635.jpg,0.6247622966766357,passenger_car,956.0493,123.30029,1013.2136,180.95038
191,da4dd8bd-cam056_20250404_212635.jpg,0.6053580045700073,pedestrian,399.9925,82.43965,424.19977,135.57631
192,da4dd8bd-cam056_20250404_212635.jpg,0.597705066204071,passenger_car,892.99066,94.83807,938.50543,128.23941
193,da4dd8bd-cam056_20250404_212635.jpg,0.5864322185516357,passenger_car,1021.6589,115.720276,1064.8689,153.00015
194,0fac3db6-cam056_20250327_162819.jpg,0.8897138833999634,passenger_car,42.5419,172.30643,261.1407,304.11337
195,0fac3db6-cam056_20250327_162819.jpg,0.8377102613449097,passenger_car,763.87024,103.80551,821.7313,144.93625
196,0fac3db6-cam056_20250327_162819.jpg,0.8304723501205444,passenger_car,520.5104,93.77063,628.4879,140.5759
197,0fac3db6-cam056_20250327_162819.jpg,0.7606868147850037,passenger_car,996.3086,129.03293,1041.1093,163.4404
198,0fac3db6-cam056_20250327_162819.jpg,0.7265650033950806,bus,1026.0615,87.09248,1077.2437,139.16295
199,0fac3db6-cam056_20250327_162819.jpg,0.6972978711128235,passenger_car,1038.8168,123.96887,1077.0399,149.91406
200,0fac3db6-cam056_20250327_162819.jpg,0.6301265358924866,bus,978.0149,77.58156,1028.7588,124.7027
201,93774f04-cam103_20250324_164723.jpg,0.8707367181777954,passenger_car,729.5581,236.44693,866.0725,338.60513
202,93774f04-cam103_20250324_164723.jpg,0.8319430351257324,pedestrian,257.84204,341.80713,297.3109,425.92505
203,93774f04-cam103_20250324_164723.jpg,0.8257172703742981,passenger_car,310.98734,167.74496,343.6876,192.97226
204,93774f04-cam103_20250324_164723.jpg,0.8118710517883301,passenger_car,474.4411,153.93198,544.2525,188.51328
205,93774f04-cam103_20250324_164723.jpg,0.8063198328018188,pedestrian,216.77563,365.11926,256.92044,448.57922
206,93774f04-cam103_20250324_164723.jpg,0.7954522371292114,pedestrian,388.36578,316.2091,422.61493,404.45422
207,93774f04-cam103_20250324_164723.jpg,0.7488510012626648,pedestrian,145.1112,284.4449,173.59125,344.06842
208,93774f04-cam103_20250324_164723.jpg,0.728107213973999,pedestrian,360.79602,319.10284,393.64612,409.74908
209,93774f04-cam103_20250324_164723.jpg,0.7153431177139282,bus,361.21393,123.34866,457.4922,160.54251
210,93774f04-cam103_20250324_164723.jpg,0.711902379989624,tram,854.13574,143.48265,1280.0,518.9342
211,93774f04-cam103_20250324_164723.jpg,0.6791862845420837,pedestrian,3.5767956,660.8286,65.10263,718.67944
212,93774f04-cam103_20250324_164723.jpg,0.636241614818573,passenger_car,468.7949,130.58804,505.02658,151.27194
213,93774f04-cam103_20250324_164723.jpg,0.5051635503768921,pedestrian,158.25543,215.55875,176.0141,247.84723
214,a2b0da00-cam087_20250403_162134.jpg,0.8567973375320435,passenger_car,497.57117,123.06311,630.3533,190.46655
215,a2b0da00-cam087_20250403_162134.jpg,0.8541651964187622,passenger_car,100.99151,177.47891,270.45618,274.84396
216,a2b0da00-cam087_20250403_162134.jpg,0.8531036376953125,passenger_car,760.33374,106.91513,836.5747,147.8038
217,a2b0da00-cam087_20250403_162134.jpg,0.8352195024490356,passenger_car,153.84627,130.66537,218.65004,173.9913
218,a2b0da00-cam087_20250403_162134.jpg,0.8135610818862915,passenger_car,809.9675,121.29358,893.0951,165.75696
219,a2b0da00-cam087_20250403_162134.jpg,0.7124885320663452,pedestrian,250.85173,636.9791,353.49957,720.0
220,a2b0da00-cam087_20250403_162134.jpg,0.5228248834609985,passenger_car,441.85364,138.12811,503.79138,179.2107
221,c846ddbc-cam256_20250327_163120.jpg,0.8867615461349487,passenger_car,341.7658,340.44775,617.22064,525.49243
222,c846ddbc-cam256_20250327_163120.jpg,0.8419904708862305,passenger_car,548.2079,92.91766,634.3876,136.06314
223,c846ddbc-cam256_20250327_163120.jpg,0.8376752138137817,passenger_car,740.95856,113.74039,838.4777,160.73996
224,c846ddbc-cam256_20250327_163120.jpg,0.8322480916976929,passenger_car,642.3357,81.043365,744.00903,128.06857
225,c846ddbc-cam256_20250327_163120.jpg,0.7564644813537598,pedestrian,180.43835,195.73914,209.24463,253.21509
226,c846ddbc-cam256_20250327_163120.jpg,0.7075024247169495,passenger_car,1076.4858,153.30923,1122.4463,192.10873
227,4a83c55e-cam202_20250324_164622.jpg,0.8707662224769592,passenger_car,944.0587,165.35553,1059.1608,231.84491
228,4a83c55e-cam202_20250324_164622.jpg,0.8686445355415344,passenger_car,526.30896,102.47111,615.3417,166.74185
229,4a83c55e-cam202_20250324_164622.jpg,0.8676452040672302,passenger_car,1126.3076,225.8202,1229.4082,301.14758
230,4a83c55e-cam202_20250324_164622.jpg,0.7992767691612244,pedestrian,752.89844,378.08704,820.61816,531.72437
231,4a83c55e-cam202_20250324_164622.jpg,0.7947236895561218,pedestrian,611.0217,334.03052,672.2927,474.9944
232,4a83c55e-cam202_20250324_164622.jpg,0.7617767453193665,pedestrian,690.8745,386.4583,753.15796,533.3715
233,4a83c55e-cam202_20250324_164622.jpg,0.6470111012458801,passenger_car,635.6491,76.28583,677.0738,111.62137
234,4a83c55e-cam202_20250324_164622.jpg,0.6294369101524353,passenger_car,529.9009,54.156326,563.1499,80.11252
235,4a83c55e-cam202_20250324_164622.jpg,0.6122322082519531,passenger_car,1241.3295,536.71326,1279.8348,708.6388
236,4a83c55e-cam202_20250324_164622.jpg,0.6095308065414429,passenger_car,482.9676,93.69,548.3411,150.79431
